MS Zoning;A (agr);C;FV;I (all);RH;RL;RM;Lot Frontage;Lot Area;Street;Pave;Grvl;Alley;Pave;Grvl;NA;Lot Shape;IR1;IR2;IR3;Reg;Land Contour;Bnk;HLS;Low;Lvl;Utilities;AllPub;NoSeWa;NoSewr;Lot Config;Corner;CuIDSac;FR2;FR3;Inside;Land Slope;Gtl;Mod;Sev;Neighborhood;Blmngtn;Blueste;BrDale;BrkSide;ClearCr;CollgCr;Crawfor;Edwards;Gilbert;Greens;GrnHill;IDOTRR;Landmrk;MeadowV;Mitchel;NAmes;NoRidge;NPkVill;NridgHt;NWAmes;OldTown;Sawyer;SawyerW;Somerst;StoneBr;SWISU;Timber;Veenker;Condition 1;Artery;Feedr;Norm;RRNn;RRAn;PosN;PosA;RRNe;RRAe;Condition 2;Artery;Feedr;Norm;RRNn;RRAn;PosN;PosA;RRNe;RRAe;Bldg Type;1Fam;2FmCon;Duplx;TwnhsE;TwnhsI;House Style;1Story;1.5Fin;1.5Unf;2Story;2.5Fin;2.5Unf;Sfoyer;SLvl;Overall Qual;Overall Cond;Year Built;Year Remod/Add;Roof Style;Flat;Gable;Gambrel;Hip;Mansard;Shed;Roof Matl;ClyTile;CompShg;Membran;Metal;Roll;Tar&Grv;WdShake;WdShngl;Exterior 1st;AsbShng;AsphShn;BrkComm;BrkFace;CBlock;CemntBd;HdBoard;ImStucc;MetalSd;Other;Plywood;PreCast;Stone;Stucco;VinylSd;Wd Sdng;WdShing;Exterior 2nd;AsbShng;AsphShn;BrkComm;BrkFace;CBlock;CemntBd;HdBoard;ImStucc;MetalSd;Other;Plywood;PreCast;Stone;Stucco;VinylSd;Wd Sdng;WdShing;Mas Vnr Type;BrkCmn;BrkFace;CBlock;None;Stone;Mas Vnr Area;BsmtFin SF 1;BsmtFin SF 2;Bsmt Unf SF;Total Bsmt SF;1st Flr SF;2nd Flr SF;Low Qual Fin SF;Gr Liv Area;Bsmt Full Bath;Bsmt Half Bath;Full Bath;Half Bath;Bedroom AbvGr;Kitchen AbvGr;TotRms AbvGrd;Fireplaces;Garage Yr Blt;Garage Cars;Garage Area;Wood Deck SF;Open Porch SF;Enclosed Porch;3Ssn Porch;Screen Porch;Pool Area;Mo Sold;1;2;3;4;5;6;7;8;9;10;11;12;Yr Sold;2006;2007;2008;2009;2010;Sale Type;COD;Con;ConLD;ConLI;ConLW;CWD;New;Oth;VWD;WD ;Sale Condition;Normal;Abnorml;AdjLand;Alloca;Family;Partial;SalePrice
RL;0;0;0;0;0;1;0;90;5400;Pave;1;0;NA;0;0;1;Reg;0;0;0;1;Lvl;0;0;0;1;AllPub;1;0;0;Corner;1;0;0;0;0;Gtl;1;0;0;OldTown;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Artery;1;0;0;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;1Fam;1;0;0;0;0;1.5Fin;0;1;0;0;0;0;0;0;4;6;1920;1950;Gable;0;1;0;0;0;0;CompShg;0;1;0;0;0;0;0;0;CBlock;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;CBlock;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;None;0;0;0;1;0;0;315;105;420;840;840;534;0;1374;0;0;1;0;2;1;6;0;1967;1;338;0;0;198;0;0;0;10;0;0;0;0;0;0;0;0;0;1;0;0;2009;0;0;0;1;0;WD ;0;0;0;0;0;0;0;0;0;1;Normal;1;0;0;0;0;0;105000
FV;0;0;1;0;0;0;0;39;3515;Pave;1;0;Pave;1;0;0;Reg;0;0;0;1;Lvl;0;0;0;1;AllPub;1;0;0;Inside;0;0;0;0;1;Gtl;1;0;0;Somerst;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;TwnhsE;0;0;0;1;0;2Story;0;0;0;1;0;0;0;0;7;5;2004;2004;Gable;0;1;0;0;0;0;CompShg;0;1;0;0;0;0;0;0;VinylSd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;VinylSd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;None;0;0;0;1;0;0;0;0;840;840;840;840;0;1680;0;0;2;1;2;1;3;0;2004;2;588;0;111;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;2010;0;0;0;0;1;WD ;0;0;0;0;0;0;0;0;0;1;Normal;1;0;0;0;0;0;190000
RM;0;0;0;0;0;0;1;60;5790;Pave;1;0;NA;0;0;1;Reg;0;0;0;1;Lvl;0;0;0;1;AllPub;1;0;0;Corner;1;0;0;0;0;Gtl;1;0;0;OldTown;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;1Fam;1;0;0;0;0;2Story;0;0;0;1;0;0;0;0;3;6;1915;1950;Gambrel;0;0;1;0;0;0;CompShg;0;1;0;0;0;0;0;0;VinylSd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;VinylSd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;None;0;0;0;1;0;0;0;0;840;840;840;765;0;1605;0;0;2;0;3;2;8;0;1915;1;379;0;0;202;0;0;0;5;0;0;0;0;1;0;0;0;0;0;0;0;2010;0;0;0;0;1;WD ;0;0;0;0;0;0;0;0;0;1;Normal;1;0;0;0;0;0;107400
RL;0;0;0;0;0;1;0;74;8740;Pave;1;0;NA;0;0;1;IR1;1;0;0;0;Lvl;0;0;0;1;AllPub;1;0;0;Inside;0;0;0;0;1;Gtl;1;0;0;Sawyer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;1Fam;1;0;0;0;0;SFoyer;0;0;0;0;0;0;1;0;5;6;1982;1982;Hip;0;0;0;1;0;0;CompShg;0;1;0;0;0;0;0;0;HdBoard;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;HdBoard;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;None;0;0;0;1;0;0;672;0;168;840;860;0;0;860;1;0;1;0;2;1;4;0;1996;2;528;0;0;0;0;0;0;7;0;0;0;0;0;0;1;0;0;0;0;0;2009;0;0;0;1;0;WD ;0;0;0;0;0;0;0;0;0;1;Normal;1;0;0;0;0;0;137000
RL;0;0;0;0;0;1;0;60;13680;Pave;1;0;NA;0;0;1;Reg;0;0;0;1;HLS;0;1;0;0;AllPub;1;0;0;Inside;0;0;0;0;1;Mod;0;1;0;Crawfor;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;1Fam;1;0;0;0;0;1.5Fin;0;1;0;0;0;0;0;0;5;6;1940;1950;Gable;0;1;0;0;0;0;CompShg;0;1;0;0;0;0;0;0;Wd Sdng;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Wd Sdng;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;None;0;0;0;1;0;0;728;0;112;840;840;727;0;1567;1;0;1;1;2;1;6;2;1961;2;440;0;21;150;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;2009;0;0;0;1;0;WD ;0;0;0;0;0;0;0;0;0;1;Normal;1;0;0;0;0;0;205000
RL;0;0;0;0;0;1;0;63;15576;Pave;1;0;NA;0;0;1;Reg;0;0;0;1;Lvl;0;0;0;1;AllPub;1;0;0;Inside;0;0;0;0;1;Gtl;1;0;0;Crawfor;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;1Fam;1;0;0;0;0;2Story;0;0;0;1;0;0;0;0;6;7;1915;1976;Gable;0;1;0;0;0;0;CompShg;0;1;0;0;0;0;0;0;Wd Sdng;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Plywood;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;None;0;0;0;1;0;0;0;0;840;840;840;840;0;1680;0;0;2;0;4;1;8;0;1960;1;308;0;0;160;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;2008;0;0;1;0;0;WD ;0;0;0;0;0;0;0;0;0;1;Normal;1;0;0;0;0;0;177000
RL;0;0;0;0;0;1;0;62;8244;Pave;1;0;NA;0;0;1;IR1;1;0;0;0;Lvl;0;0;0;1;AllPub;1;0;0;Inside;0;0;0;0;1;Gtl;1;0;0;Gilbert;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;1Fam;1;0;0;0;0;2Story;0;0;0;1;0;0;0;0;7;5;2004;2004;Gable;0;1;0;0;0;0;CompShg;0;1;0;0;0;0;0;0;VinylSd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;VinylSd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;None;0;0;0;1;0;0;0;0;840;840;840;880;0;1720;0;0;2;1;3;1;7;1;2004;2;440;100;48;0;0;0;0;5;0;0;0;0;1;0;0;0;0;0;0;0;2007;0;1;0;0;0;WD ;0;0;0;0;0;0;0;0;0;1;Normal;1;0;0;0;0;0;183500
RL;0;0;0;0;0;1;0;72;11317;Pave;1;0;NA;0;0;1;Reg;0;0;0;1;Lvl;0;0;0;1;AllPub;1;0;0;Inside;0;0;0;0;1;Gtl;1;0;0;CollgCr;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;1Fam;1;0;0;0;0;2Story;0;0;0;1;0;0;0;0;7;5;2003;2003;Gable;0;1;0;0;0;0;CompShg;0;1;0;0;0;0;0;0;VinylSd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;VinylSd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;BrkFace;0;1;0;0;0;101;0;0;840;840;840;828;0;1668;0;0;2;1;3;1;8;0;2003;2;500;144;68;0;0;0;0;9;0;0;0;0;0;0;0;0;1;0;0;0;2007;0;1;0;0;0;WD ;0;0;0;0;0;0;0;0;0;1;Normal;1;0;0;0;0;0;180000
RL;0;0;0;0;0;1;0;45;9468;Pave;1;0;NA;0;0;1;IR2;0;1;0;0;Lvl;0;0;0;1;AllPub;1;0;0;CulDSac;0;0;0;0;0;Gtl;1;0;0;CollgCr;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;1Fam;1;0;0;0;0;2Story;0;0;0;1;0;0;0;0;6;5;1999;1999;Gable;0;1;0;0;0;0;CompShg;0;1;0;0;0;0;0;0;VinylSd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;VinylSd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;BrkFace;0;1;0;0;0;148;639;0;201;840;840;915;0;1755;1;0;2;1;3;1;7;1;1999;2;530;176;73;0;0;0;0;8;0;0;0;0;0;0;0;1;0;0;0;0;2006;1;0;0;0;0;WD ;0;0;0;0;0;0;0;0;0;1;Normal;1;0;0;0;0;0;214000
RL;0;0;0;0;0;1;0;68;9272;Pave;1;0;NA;0;0;1;IR1;1;0;0;0;Lvl;0;0;0;1;AllPub;1;0;0;Inside;0;0;0;0;1;Gtl;1;0;0;CollgCr;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;1Fam;1;0;0;0;0;2Story;0;0;0;1;0;0;0;0;7;5;1999;1999;Gable;0;1;0;0;0;0;CompShg;0;1;0;0;0;0;0;0;VinylSd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;VinylSd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;None;0;0;0;1;0;0;500;0;342;842;856;893;0;1749;0;0;2;1;3;1;7;0;1999;2;515;140;85;0;0;0;0;6;0;0;0;0;0;1;0;0;0;0;0;0;2006;1;0;0;0;0;WD ;0;0;0;0;0;0;0;0;0;1;Normal;1;0;0;0;0;0;196000
RM;0;0;0;0;0;0;1;50;5633;Pave;1;0;Pave;1;0;0;Reg;0;0;0;1;Lvl;0;0;0;1;AllPub;1;0;0;Inside;0;0;0;0;1;Gtl;1;0;0;OldTown;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;1Fam;1;0;0;0;0;1Story;1;0;0;0;0;0;0;0;5;7;1925;1950;Gable;0;1;0;0;0;0;CompShg;0;1;0;0;0;0;0;0;MetalSd;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Stucco;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;None;0;0;0;1;0;0;0;0;844;844;844;0;0;844;0;0;1;0;2;1;5;0;1925;1;216;50;81;123;0;0;0;7;0;0;0;0;0;0;1;0;0;0;0;0;2006;1;0;0;0;0;WD ;0;0;0;0;0;0;0;0;0;1;Normal;1;0;0;0;0;0;111500
RL;0;0;0;0;0;1;0;94;13005;Pave;1;0;NA;0;0;1;IR1;1;0;0;0;Lvl;0;0;0;1;AllPub;1;0;0;Corner;1;0;0;0;0;Gtl;1;0;0;NWAmes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;1Fam;1;0;0;0;0;2Story;0;0;0;1;0;0;0;0;7;7;1980;1980;Gable;0;1;0;0;0;0;CompShg;0;1;0;0;0;0;0;0;CemntBd;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;CmentBd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;BrkFace;0;1;0;0;0;278;692;0;153;845;1153;1200;0;2353;1;0;2;1;4;1;10;1;1983;2;484;288;195;0;0;0;0;8;0;0;0;0;0;0;0;1;0;0;0;0;2009;0;0;0;1;0;WD ;0;0;0;0;0;0;0;0;0;1;Normal;1;0;0;0;0;0;260000
RL;0;0;0;0;0;1;0;60;6600;Pave;1;0;NA;0;0;1;Reg;0;0;0;1;Lvl;0;0;0;1;AllPub;1;0;0;Inside;0;0;0;0;1;Gtl;1;0;0;Mitchel;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;1Fam;1;0;0;0;0;1Story;1;0;0;0;0;0;0;0;5;6;1982;2005;Gable;0;1;0;0;0;0;CompShg;0;1;0;0;0;0;0;0;HdBoard;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Plywood;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;None;0;0;0;1;0;0;638;0;207;845;845;0;0;845;0;0;1;0;3;1;6;0;1982;1;264;0;0;0;0;0;0;7;0;0;0;0;0;0;1;0;0;0;0;0;2008;0;0;1;0;0;WD ;0;0;0;0;0;0;0;0;0;1;Normal;1;0;0;0;0;0;134500
RL;0;0;0;0;0;1;0;80;8800;Pave;1;0;NA;0;0;1;Reg;0;0;0;1;Lvl;0;0;0;1;AllPub;1;0;0;Inside;0;0;0;0;1;Gtl;1;0;0;NAmes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;1Fam;1;0;0;0;0;2Story;0;0;0;1;0;0;0;0;6;7;1964;1997;Gable;0;1;0;0;0;0;CompShg;0;1;0;0;0;0;0;0;MetalSd;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;MetalSd;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;BrkFace;0;1;0;0;0;306;414;0;431;845;845;1309;0;2154;0;0;2;1;5;1;8;1;1964;2;539;0;0;0;0;161;0;7;0;0;0;0;0;0;1;0;0;0;0;0;2007;0;1;0;0;0;WD ;0;0;0;0;0;0;0;0;0;1;Normal;1;0;0;0;0;0;224500
RL;0;0;0;0;0;1;0;60;9600;Pave;1;0;NA;0;0;1;Reg;0;0;0;1;Lvl;0;0;0;1;AllPub;1;0;0;Inside;0;0;0;0;1;Gtl;1;0;0;NAmes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;1Fam;1;0;0;0;0;1.5Unf;0;0;1;0;0;0;0;0;5;7;1949;2003;Gable;0;1;0;0;0;0;CompShg;0;1;0;0;0;0;0;0;MetalSd;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;MetalSd;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;None;0;0;0;1;0;0;220;0;625;845;893;0;0;893;0;1;1;0;2;1;4;0;1985;2;576;0;0;0;0;0;0;5;0;0;0;0;1;0;0;0;0;0;0;0;2007;0;1;0;0;0;WD ;0;0;0;0;0;0;0;0;0;1;Normal;1;0;0;0;0;0;135000
RM;0;0;0;0;0;0;1;50;6000;Pave;1;0;Grvl;0;1;0;Reg;0;0;0;1;Lvl;0;0;0;1;AllPub;1;0;0;Inside;0;0;0;0;1;Gtl;1;0;0;OldTown;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;1Fam;1;0;0;0;0;1.5Fin;0;1;0;0;0;0;0;0;6;6;1927;1950;Gable;0;1;0;0;0;0;CompShg;0;1;0;0;0;0;0;0;MetalSd;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;MetalSd;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;None;0;0;0;1;0;0;276;0;569;845;866;430;0;1296;0;0;1;0;3;1;6;0;1980;2;576;0;0;175;0;0;0;7;0;0;0;0;0;0;1;0;0;0;0;0;2007;0;1;0;0;0;WD ;0;0;0;0;0;0;0;0;0;1;Normal;1;0;0;0;0;0;127500
RL;0;0;0;0;0;1;0;68;9543;Pave;1;0;NA;0;0;1;IR1;1;0;0;0;Lvl;0;0;0;1;AllPub;1;0;0;Inside;0;0;0;0;1;Gtl;1;0;0;CollgCr;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;1Fam;1;0;0;0;0;2Story;0;0;0;1;0;0;0;0;7;5;2001;2001;Gable;0;1;0;0;0;0;CompShg;0;1;0;0;0;0;0;0;VinylSd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;VinylSd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;None;0;0;0;1;0;0;0;0;845;845;845;845;0;1690;0;0;2;1;3;1;7;0;2001;2;517;0;103;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;2007;0;1;0;0;0;WD ;0;0;0;0;0;0;0;0;0;1;Normal;1;0;0;0;0;0;190550
RL;0;0;0;0;0;1;0;69;7599;Pave;1;0;NA;0;0;1;Reg;0;0;0;1;Lvl;0;0;0;1;AllPub;1;0;0;Corner;1;0;0;0;0;Gtl;1;0;0;Mitchel;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;1Fam;1;0;0;0;0;1Story;1;0;0;0;0;0;0;0;4;6;1982;2006;Gable;0;1;0;0;0;0;CompShg;0;1;0;0;0;0;0;0;HdBoard;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Plywood;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;None;0;0;0;1;0;0;565;0;280;845;845;0;0;845;1;0;1;0;2;1;4;0;1987;2;360;0;0;0;0;0;0;6;0;0;0;0;0;1;0;0;0;0;0;0;2007;0;1;0;0;0;WD ;0;0;0;0;0;0;0;0;0;1;Normal;1;0;0;0;0;0;129500
RL;0;0;0;0;0;1;0;61;10125;Pave;1;0;NA;0;0;1;IR1;1;0;0;0;Lvl;0;0;0;1;AllPub;1;0;0;Inside;0;0;0;0;1;Gtl;1;0;0;Gilbert;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;1Fam;1;0;0;0;0;2Story;0;0;0;1;0;0;0;0;7;5;2004;2004;Gable;0;1;0;0;0;0;CompShg;0;1;0;0;0;0;0;0;VinylSd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;VinylSd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;None;0;0;0;1;0;0;0;0;846;846;846;748;0;1594;0;0;2;1;3;1;7;1;2004;2;434;300;48;0;0;0;0;7;0;0;0;0;0;0;1;0;0;0;0;0;2009;0;0;0;1;0;WD ;0;0;0;0;0;0;0;0;0;1;Normal;1;0;0;0;0;0;195500
RL;0;0;0;0;0;1;0;83;13159;Pave;1;0;NA;0;0;1;IR1;1;0;0;0;HLS;0;1;0;0;AllPub;1;0;0;Corner;1;0;0;0;0;Gtl;1;0;0;Timber;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Norm;0;0;1;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;1Fam;1;0;0;0;0;2Story;0;0;0;1;0;0;0;0;7;5;2009;2009;Gable;0;1;0;0;0;0;CompShg;0;1;0;0;0;0;0;0;VinylSd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;VinylSd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;None;0;0;0;1;0;0;0;0;846;846;846;846;0;1692;0;0;2;1;3;1;6;0;2009;2;650;208;114;0;0;0;0;7;0;0;0;0;0;0;1;0;0;0;0;0;2009;0;0;0;1;0;New;0;0;0;0;0;0;1;0;0;0;Partial;0;0;0;0;0;1;224500
RL;0;0;0;0;0;1;0;63;8577;Pave;1;0;NA;0;0;1;IR1;1;0;0;0;Lvl;0;0;0;1;AllPub;1;0;0;Inside;0;0;0;0;1;Gtl;1;0;0;Gilbert;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;1Fam;1;0;0;0;0;2Story;0;0;0;1;0;0;0;0;7;5;2004;2004;Gable;0;1;0;0;0;0;CompShg;0;1;0;0;0;0;0;0;VinylSd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;VinylSd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;None;0;0;0;1;0;0;0;0;847;847;847;886;0;1733;0;0;2;1;3;1;7;1;2004;2;433;144;48;0;0;0;0;4;0;0;0;1;0;0;0;0;0;0;0;0;2010;0;0;0;0;1;WD ;0;0;0;0;0;0;0;0;0;1;Normal;1;0;0;0;0;0;185088
RL;0;0;0;0;0;1;0;59;11796;Pave;1;0;NA;0;0;1;IR1;1;0;0;0;Lvl;0;0;0;1;AllPub;1;0;0;Inside;0;0;0;0;1;Gtl;1;0;0;Gilbert;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;1Fam;1;0;0;0;0;2Story;0;0;0;1;0;0;0;0;7;5;2004;2005;Gable;0;1;0;0;0;0;CompShg;0;1;0;0;0;0;0;0;VinylSd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;VinylSd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;None;0;0;0;1;0;0;0;0;847;847;847;1112;0;1959;0;0;2;1;4;1;8;1;2004;2;434;100;48;0;0;0;0;7;0;0;0;0;0;0;1;0;0;0;0;0;2007;0;1;0;0;0;WD ;0;0;0;0;0;0;0;0;0;1;Normal;1;0;0;0;0;0;215000
RL;0;0;0;0;0;1;0;63;7875;Pave;1;0;NA;0;0;1;Reg;0;0;0;1;Lvl;0;0;0;1;AllPub;1;0;0;Inside;0;0;0;0;1;Gtl;1;0;0;Gilbert;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;1Fam;1;0;0;0;0;2Story;0;0;0;1;0;0;0;0;7;5;2003;2003;Gable;0;1;0;0;0;0;CompShg;0;1;0;0;0;0;0;0;VinylSd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;VinylSd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;BrkFace;0;1;0;0;0;16;0;0;847;847;847;1101;0;1948;0;0;2;1;4;1;8;1;2003;2;434;0;48;0;0;0;0;7;0;0;0;0;0;0;1;0;0;0;0;0;2007;0;1;0;0;0;WD ;0;0;0;0;0;0;0;0;0;1;Normal;1;0;0;0;0;0;211000
RL;0;0;0;0;0;1;0;65;8200;Pave;1;0;NA;0;0;1;Reg;0;0;0;1;Lvl;0;0;0;1;AllPub;1;0;0;Inside;0;0;0;0;1;Gtl;1;0;0;CollgCr;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;Norm;0;0;1;0;0;0;0;0;0;1Fam;1;0;0;0;0;2Story;0;0;0;1;0;0;0;0;7;5;2003;2004;Gable;0;1;0;0;0;0;CompShg;0;1;0;0;0;0;0;0;VinylSd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;VinylSd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;None;0;0;0;1;0;0;0;0;847;847;847;1081;0;1928;0;0;2;1;4;1;8;1;2003;2;434;100;48;0;0;0;0;7;0;0;0;0;0;0;1;0;0;0;0;0;2007;0;1;0;0;0;WD ;0;0;0;0;0;0;0;0;0;1;Normal;1;0;0;0;0;0;219500
